"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME";"libellé ROME";"lien ROME";domaine/sous-domaine
"agent / agente artistique";http://www.onisep.fr/http/redirection/metier/slug/MET.214;"Les métiers du cinéma";Parcours;2021;9782273015745;"GFE V : arts, spectacle, audiovisuel";L1303;"Promotion d'artistes et de spectacles";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1303;"arts, culture, artisanat/activités culturelles"
"agent / agente de développement des énergies renouvelables";http://www.onisep.fr/http/redirection/metier/slug/MET.893;"Les métiers de l'énergie";Parcours;2022;9782273015998;"GFE H : électricité, énergie, électronique";;;;"environnement - énergies - propreté/énergies| environnement - énergies - propreté/environnement (généralités)| construction - architecture - travaux publics/équipement technique"
"agent / agente de propreté et d'hygiène";http://www.onisep.fr/http/redirection/metier/slug/MET.562;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE T : environnement, nettoyage, sécurité";K2204;"Nettoyage de locaux";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2204;"environnement - énergies - propreté/propreté"
"agent / agente de transit";http://www.onisep.fr/http/redirection/metier/slug/MET.398;"Les métiers du transport et de la logistique";Parcours;2019;9782273014533;"GFE O : transport, logistique";N1202;"Gestion des opérations de circulation internationale des marchandises";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1202;"logistique - transport/transport"
"agriculteur / agricultrice";http://www.onisep.fr/http/redirection/metier/slug/MET.547;"Les métiers de l'élevage et de l'alimentation";"Zoom sur les métiers";2021;9782273015523;"GFE A : agriculture";A1416;"Polyculture, élevage";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1416;"agriculture, animaux/agriculture (généralités)| agriculture, animaux/cultures| agriculture, animaux/élevage - aquaculture"
aide-chimiste;http://www.onisep.fr/http/redirection/metier/slug/MET.952;"Les métiers des industries des papiers cartons";"Zoom sur les métiers";2019;9782273014830;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1503;"Intervention technique en laboratoire d'analyse industrielle";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1503;sciences/chimie
"aide-soignant / aide-soignante";http://www.onisep.fr/http/redirection/metier/slug/MET.561;"Les métiers des associations de l'aide et du soin à domicile";"Zoom sur les métiers";2017;9782273013628;"GFE R : santé, social, soins personnels";J1501;"Soins d'hygiène, de confort du patient";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1501;"santé - social - sport/paramédical"
"ambulancier / ambulancière";http://www.onisep.fr/http/redirection/metier/slug/MET.417;"Les métiers du paramédical";Parcours;2017;9782273013314;"GFE R : santé, social, soins personnels";J1305;"Conduite de véhicules sanitaires";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1305;"santé - social - sport/paramédical| logistique - transport/transport"
"ambulancier / ambulancière";http://www.onisep.fr/http/redirection/metier/slug/MET.417;"Les métiers du transport routier et de la logistique";"Zoom sur les métiers";2018;9782273013659;"GFE R : santé, social, soins personnels";J1305;"Conduite de véhicules sanitaires";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1305;"santé - social - sport/paramédical| logistique - transport/transport"
"anesthésiste-réanimateur / anesthésiste-réanimatrice";http://www.onisep.fr/http/redirection/metier/slug/MET.710;"Les métiers du médical";Parcours;2021;9782273015813;"GFE R : santé, social, soins personnels";J1102;"Médecine généraliste et spécialisée";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1102;"santé - social - sport/médical"
"animateur / animatrice d'activités physiques et sportives pour tous";http://www.onisep.fr/http/redirection/metier/slug/MET.808;"Les métiers du sport";Parcours;2021;9782273015875;"GFE S : hôtellerie,  tourisme, loisirs";G1204;"Éducation en activités sportives";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1204;"santé - social - sport/sport"
"animateur / animatrice du patrimoine";http://www.onisep.fr/http/redirection/metier/slug/MET.445;"Les métiers du tourisme";Parcours;2019;9782273014526;"GFE S : hôtellerie,  tourisme, loisirs";G1102;"Promotion du tourisme local";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1102;"arts, culture, artisanat/activités culturelles| hôtellerie - restauration - tourisme/tourisme"
"animateur socioculturel / animatrice socioculturelle";http://www.onisep.fr/http/redirection/metier/slug/MET.65;"Les métiers du social";Parcours;2019;9782273014571;"GFE S : hôtellerie,  tourisme, loisirs";K1206;"Intervention socioculturelle";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1206;"santé - social - sport/travail social"
"apiculteur / apicultrice";http://www.onisep.fr/http/redirection/metier/slug/MET.70;"Les métiers auprès des animaux";Parcours;2019;9782273014588;"GFE A : agriculture";A1408;"Élevage d'animaux sauvages ou de compagnie";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1408;"agriculture, animaux/agriculture (généralités)| agriculture, animaux/élevage - aquaculture"
architecte;http://www.onisep.fr/http/redirection/metier/slug/MET.161;"Les métiers de l'architecture, de l'urbanisme et du paysage";Parcours;2020;9782273015196;"GFE C : bâtiment";F1101;"Architecture du BTP et du paysage";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1101;"construction - architecture - travaux publics/architecture"
"architecte réseaux";http://www.onisep.fr/http/redirection/metier/slug/MET.551;"Les métiers de l'informatique";Parcours;2017;9782273013291;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1804;"Études et développement de réseaux de télécoms";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1804;"informatique, internet/systèmes et réseaux| électricité - électronique - robotique/télécommunications"
art-thérapeute;http://www.onisep.fr/http/redirection/metier/slug/MET.939;;"pas de publication Onisep spécifique";;;"GFE R : santé, social, soins personnels";K1104;Psychologie;https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1104;"santé - social - sport/paramédical"
"assistant / assistante dentaire";http://www.onisep.fr/http/redirection/metier/slug/MET.330;"Les métiers du paramédical";Parcours;2017;9782273013314;"GFE R : santé, social, soins personnels";J1303;"Assistance médico-technique";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1303;"santé - social - sport/paramédical"
"assistant / assistante funéraire";http://www.onisep.fr/http/redirection/metier/slug/MET.7765;;"pas de publication Onisep spécifique";;;"GFE R : santé, social, soins personnels";K2602;"Conseil en services funéraires";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2602;"histoire-géographie, psychologie, sociologie/psychologie| gestion des entreprises, comptabilité/secrétariat"
"assistant réalisateur / assistante réalisatrice";http://www.onisep.fr/http/redirection/metier/slug/MET.178;"Les métiers du cinéma";Parcours;2021;9782273015745;"GFE V : arts, spectacle, audiovisuel";L1304;"Réalisation cinématographique et audiovisuelle";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1304;"information-communication, audiovisuel/audiovisuel"
"astrophysicien / astrophysicienne";http://www.onisep.fr/http/redirection/metier/slug/MET.24;;"pas de publication Onisep spécifique";;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";K2402;"Recherche en sciences de l'univers, de la matière et du vivant";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402;"sciences/physique| sciences/sciences de l'univers"
"attaché / attachée de recherche clinique";http://www.onisep.fr/http/redirection/metier/slug/MET.300;"Les métiers du médical";Parcours;2021;9782273015813;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"santé - social - sport/santé (généralités)"
"attaché territorial / attachée territoriale";http://www.onisep.fr/http/redirection/metier/slug/MET.441;;"pas de publication Onisep spécifique";;;"GFE Q : commerce, gestion, finances";K1404;"Mise en oeuvre et pilotage de la politique des pouvoirs publics";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1404;"économie - droit - politique/droit public| économie - droit - politique/sciences économiques| environnement - énergies - propreté/urbanisme"
"auditeur / auditrice qualité";http://www.onisep.fr/http/redirection/metier/slug/MET.729;"Les métiers de l'agroalimentaire";Parcours;2019;9782273014557;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";;;;"matières premières, fabrication, industries/agroalimentaire| matières premières, fabrication, industries/maintenance - qualité"
"auxiliaire de puériculture";http://www.onisep.fr/http/redirection/metier/slug/MET.415;"Les métiers des associations de l'aide et du soin à domicile";"Zoom sur les métiers";2017;9782273013628;"GFE R : santé, social, soins personnels";J1304;"Aide en puériculture";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1304;"santé - social - sport/paramédical"
bactériologiste;http://www.onisep.fr/http/redirection/metier/slug/MET.716;;"pas de publication Onisep spécifique";;;"GFE R : santé, social, soins personnels";;;;sciences/biologie
bibliothécaire;http://www.onisep.fr/http/redirection/metier/slug/MET.44;"Les métiers auprès des enfants";Parcours;2020;9782273015189;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";K1601;"Gestion de l'information et de la documentation";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1601;"information-communication, audiovisuel/bibliothèque - documentation"
"biologiste en environnement";http://www.onisep.fr/http/redirection/metier/slug/MET.589;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE T : environnement, nettoyage, sécurité";K2402;"Recherche en sciences de l'univers, de la matière et du vivant";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402;"sciences/biologie| environnement - énergies - propreté/environnement (généralités)"
"bottier / bottière";http://www.onisep.fr/http/redirection/metier/slug/MET.447;"Les métiers de la mode et du luxe";Parcours;2019;9782273014564;"GFE L : textile, habillement, cuir";B1802;"Réalisation d'articles en cuir et matériaux souples (hors vêtement)";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1802;"matières premières, fabrication, industries/textile - habillement"
"brancardier / brancardière";http://www.onisep.fr/http/redirection/metier/slug/MET.635;"Les métiers du paramédical";Parcours;2017;9782273013314;"GFE R : santé, social, soins personnels";J1301;"Personnel polyvalent des services hospitaliers";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1301;"santé - social - sport/travail social"
"brancardier / brancardière";http://www.onisep.fr/http/redirection/metier/slug/MET.635;"Les métiers du social";Parcours;2019;9782273014571;"GFE R : santé, social, soins personnels";J1301;"Personnel polyvalent des services hospitaliers";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1301;"santé - social - sport/travail social"
"cadreur / cadreuse";http://www.onisep.fr/http/redirection/metier/slug/MET.262;"Les métiers du cinéma";Parcours;2021;9782273015745;"GFE V : arts, spectacle, audiovisuel";L1505;"Image cinématographique et télévisuelle";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1505;"information-communication, audiovisuel/audiovisuel| information-communication, audiovisuel/journalisme - édition - publicité"
